subscription_id,account_id,plan_name,plan_type,billing_cycle_start_date,billing_cycle_end_date,status,is_trial,trial_start_date,trial_end_date,conversion_flag,renewal_count,cancel_reason,plan_start_date
sub_e24644099f3a,acc_89699700def7,free,free,2025-06-10,,active,True,2025-06-10,2025-06-24,False,0,,2025-06-10
sub_bb0c071526c4,acc_89699700def7,pro,monthly,2025-07-18,2025-08-17,active,False,,,False,3,,2025-07-18
sub_119491b4fb65,acc_89699700def7,pro,monthly,2025-08-31,2025-09-30,active,False,,,False,2,,2025-08-31
sub_906a829f657a,acc_99f1fbbad81d,basic,monthly,2025-07-10,2025/08/09,active,True,2025-06-24,2025-07-08,True,3,,2025-07-10
sub_a53ac26f43a2,acc_24176b8044d0,free,free,2025-06-15,,cancelled,True,2025-06-15,2025-06-29,False,0,too_expensive,2025-06-15
sub_be487919d965,acc_24176b8044d0,basic,monthly,2025-07-18,2025-08-01,cancelled,False,,,False,0,switching_product,2025-07-18
sub_c2b072095813,acc_18621b3b6d15,basic,monthly,2025-07-10,2025-08-09,active,True,2025-06-25,2025-07-09,True,3,,2025-07-10
sub_059a49a9ff48,acc_0f548ae0e095,free,free,2025-06-30,,active,False,,,False,0,,2025/06/30
sub_1e533f2912f9,acc_0f548ae0e095,pro,monthly,2025-08-12,2025-09-11,active,False,,,False,2,,2025-08-12
sub_67e1d0ba5f49,acc_cae8bef3867d,pro,monthly,2025-08-02,2025-09-01,active,True,2025-07-18,2025-08-01,True,2,,2025-08-02
sub_a52023bf6b06,acc_cae8bef3867d,ultimate,annual,2025-09-09,2026-09-09,active,False,,,False,0,,2025/09/09
sub_6eac933db0ad,acc_2fdef2e5b3b0,free,free,2025-07-11,,active,False,,,False,0,,2025-07-11
sub_0bb26ab3dab8,acc_10cc1ef136cd,free,free,2025-07-13,,active,True,2025-07-13,2025-07-27,False,0,,2025-07-13
sub_646da171ee21,acc_10cc1ef136cd,ultimate,annual,2025-08-16,2026-08-16,active,False,,,False,0,,2025-08-16
sub_9556d9098e24,acc_8a8538887403,free,free,2025-06-24,,active,False,,,False,0,,2025-06-24
sub_f5ce0aa1b673,acc_c6e264206e2c,free,free,2025-06-20,,active,True,2025-06-20,2025-07-04,False,0,,2025-06-20
sub_1656a7984580,acc_c6e264206e2c,basic,monthly,2025-07-21,2025-08-20,active,False,,,False,3,,2025-07-21
sub_f10545ed5713,acc_c6e264206e2c,basic,annual,2025-08-29,2026-08-29,active,False,,,False,0,,2025-08-29
sub_7b2b5b137a17,acc_b3d2edc75ce1,basic,monthly,2025-06-17,2025-08-28,cancelled,True,2025-06-02,2025-06-16,True,0,no_longer_needed,2025-06-17
sub_9c1cbbc5a9af,acc_ebcc585cf7b2,basic,monthly,2025-08-06,2025-09-05,active,True,2025-07-22,2025-08-05,True,2,,2025-08-06
sub_4325778865a4,acc_ebcc585cf7b2,pro,monthly,2025-09-14,2025-10-14,active,False,,,False,1,,2025-09-14
sub_285c03285501,acc_2e7711296bf8,pro,ANNUAL,2025-07-20,2026-07-20,active,True,2025-07-04,2025-07-18,True,0,,2025-07-20
sub_039798422353,acc_41c182da294e,free,FREE,2025-06-06,,active,False,,,False,0,,2025-06-06
sub_8159a095696b,acc_41c182da294e,pro,annual,2025-07-10,2025-07-26,cancelled,False,,,False,0,switching_product,2025-07-10
sub_7e8de5820269,acc_40583cdfe176,free,free,2025-07-28,,active,False,,,False,0,,2025-07-28
sub_5477694fc223,acc_40583cdfe176,pro,monthly,2025-09-09,2025-10-09,active,False,,,False,1,,2025-09-09
sub_62edca98a394,acc_cf9d71f7bfd6,free,free,2025-07-05,,active,False,,,False,0,,2025-07-05
sub_96b7831141d8,acc_cf9d71f7bfd6,basic,annual,2025-08-13,2025-08-24,cancelled,False,,,False,0,too_expensive,2025-08-13
sub_75bb1d8dcf7b,acc_cf9d71f7bfd6,pro,annual,2025-08-28,2026-08-28,active,False,,,False,0,,2025-08-28
sub_324712581b02,acc_782f1f316966,free,free,2025-07-31,,active,True,2025-07-31,2025-08-14,False,0,,2025-07-31
sub_87685a2a7bd7,acc_f2611f59a760,pro,monthly,2025-08-06,2025-09-05,active,True,2025-07-23,2025-08-06,True,2,,2025-08-06
sub_236f58fff076,acc_f1a3972c1f73,pro,monthly,2025-06-20,2025-07-20,active,True,2025-06-06,2025-06-20,True,4,,2025-06-20
sub_24fb5be462c9,acc_f1a3972c1f73,basic,annual,2025-07-23,2026-07-23,active,False,,,False,0,,2025-07-23
sub_245577b80075,acc_590ca7800e8d,free,free,2025-07-11,,active,True,2025-07-11,2025-07-25,False,0,,2025-07-11
sub_084e8111de2a,acc_a9b682310c49,free,free,2025-06-11,,cancelled,True,2025-06-11,2025-06-25,False,0,no_longer_needed,2025-06-11
sub_660fb441971c,acc_801cc02ccffe,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_93b19b26537b,acc_ca0c0578cfe3,free,free,2025-07-06,,active,False,,,False,0,,2025-07-06
sub_50b6416beebf,acc_927b7f51d1b6,free,free,2025-06-03,,active,False,,,False,0,,2025-06-03
sub_36bfab41c09b,acc_927b7f51d1b6,pro,monthly,2025-07-05,2025-08-04,active,False,,,False,3,,2025-07-05
sub_db595c67cd31,acc_927b7f51d1b6,pro,monthly,2025-08-07,2025/09/06,active,False,,,False,2,,2025-08-07
sub_038a318c2a1c,acc_afe6c9711d28,pro,monthly,2025-08-16,2025-09-15,active,True,2025-07-31,2025-08-14,True,2,,2025-08-16
sub_7d1f2f189433,acc_d36fecf13f87,basic,monthly,2025-07-07,2025-08-06,active,True,2025-06-21,2025-07-05,True,3,,2025-07-07
sub_c0b88c2142e0,acc_defb1f5b90ec,free,free,2025-06-16,,active,False,,,False,0,,2025-06-16
sub_ab04e8f7d911,acc_ec6f3c6ed3aa,free,free,2025-07-26,,active,False,,,False,0,,2025-07-26
sub_9a943a68f13f,acc_ff861bd9868b,free,Free,2025-06-12,,cancelled,True,2025-06-12,2025-06-26,False,0,trial_ended,2025-06-12
sub_2e447ff8a0ab,acc_ff861bd9868b,basic,monthly,2025-07-22,2025-08-26,cancelled,False,,,False,0,too_expensive,2025-07-22
sub_9472bfde7599,acc_bf5fb1c7cb6c,ultimate,monthly,2025-06-29,2025-07-29,active,True,2025-06-13,2025-06-27,True,4,,2025-06-29
sub_b1e6ebc999b2,acc_e6b2ffc0a5c4,free,free,2025-06-29,,active,True,2025-06-29,2025-07-13,False,0,,2025-06-29
sub_d594ea8d4ebe,acc_09693ef16f3b,FREE,free,2025-07-19,,active,False,,,False,0,,2025-07-19
sub_d429ff1c8c66,acc_09693ef16f3b,basic,monthly,2025-08-20,2025-09-19,active,False,,,False,2,,2025-08-20
sub_91bddfd62d1d,acc_09693ef16f3b,basic,monthly,2025-09-21,2025-10-21,active,False,,,False,1,,2025-09-21
sub_7981fd5dd8f6,acc_fb2dc48fd5a8,free,free,2025-07-11,,cancelled,True,2025-07-11,2025-07-25,False,0,too_expensive,2025-07-11
sub_d552c3576f95,acc_aba0f12d0628,free,free,2025-06-11,,active,True,2025-06-11,2025-06-25,False,0,,2025-06-11
sub_8f8f5930360a,acc_460e13310567,pro,monthly,2025-07-14,2025-08-13,active,True,2025-06-29,2025-07-13,True,3,,2025-07-14
sub_029116b317e8,acc_b926ad4e1730,free,free,2025-07-07,,active,False,,,False,0,,2025-07-07
sub_45e4d318a299,acc_f225f0139092,free,free,2025-07-18,,cancelled,True,2025-07-18,2025-08-01,False,0,,2025-07-18
sub_560bdb69ef49,acc_8dea155ffafd,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_69a12e6486be,acc_8dea155ffafd,basic,annual,2025-08-06,2026-08-06,active,False,,,False,0,,2025-08-06
sub_6c8741bed537,acc_6aed8f537929,free,free,2025-06-25,,active,True,2025-06-25,2025-07-09,False,0,,2025-06-25
sub_4023e42f554d,acc_f168bd2dce58,basic,ANNUAL,2025-06-16,2026-06-16,active,True,2025-06-02,2025-06-16,True,0,,2025-06-16
sub_1a2b551ee9f5,acc_ce63670837f5,free,free,2025-06-13,,cancelled,True,2025-06-13,2025-06-27,False,0,switching_product,2025-06-13
sub_a78b323de4f5,acc_9ee17612bd35,free,free,2025-07-31,,active,True,2025-07-31,2025-08-14,False,0,,2025-07-31
sub_05377d85629a,acc_5ad9627d92da,basic,annual,2025-07-25,2026-07-25,active,True,2025-07-11,2025-07-25,True,0,,2025-07-25
sub_a1a6f710dd1c,acc_36a248f85373,basic,monthly,2025-07-29,2025-08-28,active,True,2025-07-15,2025-07-29,True,3,,2025-07-29
sub_4d504fd0dfbe,acc_36a248f85373,basic,monthly,2025-09-05,2025/10/05,active,False,,,False,1,,2025-09-05
sub_bac171379043,acc_e58d4cdb9983,free,free,2025-07-26,,cancelled,True,2025-07-26,2025-08-09,False,0,switching_product,2025-07-26
sub_6e8dcb99e6ac,acc_d75f187f2fb5,ultimate,monthly,2025-07-06,2025-09-20,cancelled,True,2025-06-21,2025-07-05,True,0,no_longer_needed,2025-07-06
sub_f96734f0518c,acc_d75f187f2fb5,basic,monthly,2025-09-26,2025-10-26,active,False,,,False,1,,2025-09-26
sub_c0be04c5d589,acc_85b76763e150,free,free,2025-06-21,,active,True,2025-06-21,2025-07-05,False,0,,2025-06-21
sub_2920d77fd368,acc_db56a1a5be35,free,free,2025-07-17,,active,True,2025-07-17,2025-07-31,False,0,,2025-07-17
sub_bc2e95ecac41,acc_db56a1a5be35,basic,annual,2025-08-30,2026-08-30,active,False,,,False,0,,2025-08-30
sub_0e4370c997c0,acc_4929646faf44,free,free,2025-06-15,,active,False,,,False,0,,2025-06-15
sub_e6bb6d9614a1,acc_4929646faf44,basic,monthly,2025-07-22,2025-08-21,active,False,,,False,3,,2025-07-22
sub_9ef19eb21f81,acc_4929646faf44,basic,monthly,2025-08-24,2025-09-23,active,False,,,False,2,,2025-08-24
sub_9612b62c672d,acc_4929646faf44,basic,annual,2025-09-24,2026-09-24,active,False,,,False,0,,2025-09-24
sub_28b275ccb4dc,acc_ec5f56a3e6cf,free,free,2025-07-27,,active,True,2025-07-27,2025-08-10,False,0,,2025-07-27
sub_ffa91a3b4545,acc_23ae45ae956b,free,free,2025-07-04,,cancelled,True,2025-07-04,2025-07-18,False,0,missing_features,2025-07-04
sub_8a09026155b5,acc_23ae45ae956b,pro,monthly,2025/08/18,2025/09/17,active,False,,,False,2,,2025-08-18
sub_1fe55cc232f0,acc_e504dba203ee,free,free,2025-07-12,,active,True,2025-07-12,2025-07-26,False,0,,2025-07-12
sub_711c716d0658,acc_e504dba203ee,pro,monthly,2025-08-23,2025-09-22,active,False,,,False,2,,2025/08/23
sub_e55b44926ed5,acc_b7efde43296b,pro,monthly,2025-08-02,2025-09-11,cancelled,True,2025-07-19,2025-08-02,True,0,trial_ended,2025-08-02
sub_32bba4deac3b,acc_b7efde43296b,ultimate,annual,2025-09-19,2026-09-19,active,False,,,False,0,,2025-09-19
sub_bb61021d2733,acc_068ddfd6be87,free,free,2025-06-08,,active,True,2025-06-08,2025-06-22,False,0,,2025-06-08
sub_6b6c8d606920,acc_3a0912b41e42,free,free,2025-06-26,,active,True,2025-06-26,2025-07-10,False,0,,2025-06-26
sub_655566f51bcb,acc_3a0912b41e42,basic,annual,2025-08-10,2026-08-10,active,False,,,False,0,,2025-08-10
sub_097cae677437,acc_72b2b0115148,free,free,2025-07-16,,cancelled,True,2025-07-16,2025-07-30,False,0,too_expensive,2025-07-16
sub_ec083655604a,acc_72b2b0115148,basic,annual,2025-08-27,2026-08-27,active,False,,,False,0,,2025-08-27
sub_85e1d1fa6aee,acc_07f5112a18bd,basic,monthly,2025-07-09,2025-08-08,active,True,2025-06-23,2025-07-07,True,3,,2025-07-09
sub_eb2861a507ef,acc_97a748984ed9,free,free,2025-07-06,,active,True,2025-07-06,2025-07-20,False,0,,2025-07-06
sub_6dc95e38381c,acc_76f62db6e0ed,free,free,2025-06-04,,active,False,,,False,0,,2025-06-04
sub_36f7aed2ff38,acc_b083e7ac5e53,free,free,2025-06-21,,cancelled,True,2025-06-21,2025-07-05,False,0,trial_ended,2025-06-21
sub_9c3d78f8d19b,acc_d9506ea0e048,FREE,free,2025-06-03,,active,False,,,False,0,,2025/06/03
sub_fd015ce749ef,acc_e55a42ca511f,free,free,2025-06-11,,active,True,2025-06-11,2025-06-25,False,0,,2025-06-11
sub_d620c5ada738,acc_e55a42ca511f,basic,monthly,2025-07-12,2025-08-11,active,False,,,False,3,,2025-07-12
sub_b313b6f0aee6,acc_e55a42ca511f,basic,annual,2025-08-14,2026-08-14,active,False,,,False,0,,2025-08-14
sub_0fc889c0d8d5,acc_72fb0ad53594,free,free,2025-06-13,,cancelled,True,2025-06-13,2025-06-27,False,0,too_expensive,2025-06-13
sub_2a2a2b4c4ef0,acc_72fb0ad53594,ultimate,monthly,2025/07/25,2025-08-24,active,False,,,False,3,,2025-07-25
sub_d97454d7e5e6,acc_7a03328487bb,pro,annual,2025-07-29,2026-07-29,active,True,2025-07-13,2025-07-27,True,0,,2025-07-29
sub_59cfa98e9d77,acc_06a12672dedf,free,free,2025-07-18,,cancelled,True,2025-07-18,2025-08-01,False,0,trial_ended,2025-07-18
sub_d25156d30b64,acc_5fd8b3aab453,free,free,2025-07-27,,active,True,2025-07-27,2025-08-10,False,0,,2025-07-27
sub_c38dd5c7a855,acc_5fd8b3aab453,basic,monthly,2025-09-09,2025-10-09,active,False,,,False,1,,2025-09-09
sub_0d8249366092,acc_018c82100e43,free,free,2025-06-21,,active,False,,,False,0,,2025-06-21
sub_9f3bd4237116,acc_0ab283ab8bf1,free,free,2025-06-16,,active,False,,,False,0,,2025-06-16
sub_8c177bdf53a1,acc_e4469d79a8cf,basic,monthly,2025-07-09,2025-08-08,active,True,2025-06-25,2025-07-09,True,3,,2025/07/09
sub_8b813307e3be,acc_cf4278a521f8,free,free,2025/06/27,,active,False,,,False,0,,2025-06-27
sub_d0c66c49c8f9,acc_bce2c5ff25ef,free,free,2025-06-14,,active,False,,,False,0,,2025-06-14
sub_ca507ae8f25c,acc_585f197ccf42,basic,monthly,2025-07-15,2025-08-14,active,True,2025-06-30,2025-07-14,True,3,,2025-07-15
sub_22829230a9e5,acc_585f197ccf42,basic,monthly,2025-08-22,2025-09-21,active,False,,,False,2,,2025-08-22
sub_e39bc064c3ef,acc_9b6fab8988f0,free,free,2025-06-25,,active,False,,,False,0,,2025-06-25
sub_55daa67b03d7,acc_cfc24f8a21ef,free,free,2025-07-27,,active,False,,,False,0,,2025-07-27
sub_7030f75e2d87,acc_cfc24f8a21ef,pro,monthly,2025-08-30,2025-09-29,active,False,,,False,2,,2025-08-30
sub_58798ef30cbf,acc_cfc24f8a21ef,basic,annual,2025-10-03,2026-10-03,active,False,,,False,0,,2025-10-03
sub_6d74c9c7e53c,acc_9e5e5b991ab5,free,free,2025-07-22,,active,True,2025-07-22,2025-08-05,False,0,,2025-07-22
sub_72df0be51d06,acc_b69f55f6ba77,free,free,2025-07-18,,active,True,2025-07-18,2025-08-01,False,0,,2025-07-18
sub_f13be2e288bd,acc_b69f55f6ba77,basic,monthly,2025-08-19,2025-09-18,active,False,,,False,2,,2025-08-19
sub_6908a34d9140,acc_8d9042509e5d,free,free,2025-07-05,,active,False,,,False,0,,2025-07-05
sub_2a8ce78d8ab5,acc_8d9042509e5d,pro,annual,2025/08/14,2026-08-14,active,False,,,False,0,,2025-08-14
sub_eec56542909a,acc_6e9d7fe53edc,free,free,2025-07-14,,cancelled,True,2025-07-14,2025-07-28,False,0,,2025-07-14
sub_02ac3ad49004,acc_6e9d7fe53edc,ultimate,annual,2025-08-23,2025-09-03,cancelled,False,,,False,0,trial_ended,2025-08-23
sub_4aad89133a83,acc_9bafdde0ad30,free,free,2025-06-29,,active,False,,,False,0,,2025-06-29
sub_1115ae1b3221,acc_f65debe7f25c,free,free,2025-07-24,,cancelled,True,2025-07-24,2025-08-07,False,0,too_expensive,2025-07-24
sub_6ae51b4965a3,acc_4bfd115cff09,free,free,2025-06-08,,cancelled,True,2025-06-08,2025-06-22,False,0,missing_features,2025-06-08
sub_ea737ab7f735,acc_4bfd115cff09,pro,monthly,2025-07-10,2025-09-03,cancelled,False,,,False,0,missing_features,2025-07-10
sub_fdd41a7d7b82,acc_4bfd115cff09,pro,MONTHLY,2025-09-09,2025-10-09,active,False,,,False,1,,2025-09-09
sub_1fbcef945f29,acc_9d7e2aa117ab,basic,annual,2025-08-04,2026-08-04,active,True,2025-07-21,2025-08-04,True,0,,2025-08-04
sub_574405611d6a,acc_fc883d697f78,free,free,2025-06-23,,active,False,,,False,0,,2025/06/23
sub_f4ec924cd088,acc_fc883d697f78,ultimate,monthly,2025-08-01,2025-08-29,cancelled,False,,,False,0,switching_product,2025-08-01
sub_0875f0e27ee3,acc_6c3e48978c8b,free,free,2025-06-01,,active,False,,,False,0,,2025-06-01
sub_d0bded55605b,acc_adddc47507aa,Free,free,2025-07-11,,active,True,2025-07-11,2025-07-25,False,0,,2025-07-11
sub_54ebff243453,acc_adddc47507aa,basic,monthly,2025-08-22,2025-09-21,active,False,,,False,2,,2025-08-22
sub_62733d6888a9,acc_adddc47507aa,Pro,monthly,2025-10-04,2025-12-02,cancelled,False,,,False,0,no_longer_needed,2025-10-04
sub_5f81551037a8,acc_49626291f0e5,free,free,2025-06-29,,cancelled,True,2025-06-29,2025-07-13,False,0,missing_features,2025-06-29
sub_5a0d0b27b8a0,acc_36eeeac0f0f9,free,free,2025-07-08,,active,False,,,False,0,,2025-07-08
sub_793e829eb9b4,acc_36eeeac0f0f9,basic,monthly,2025/08/12,2025-09-11,active,False,,,False,2,,2025-08-12
sub_f1958b29c1a8,acc_31891f2aed0c,free,free,2025/07/22,,active,False,,,False,0,,2025-07-22
sub_b54d14b0b469,acc_5fc857498732,free,free,2025-06-25,,active,False,,,False,0,,2025-06-25
sub_71b1d2affe3c,acc_5fc857498732,ultimate,monthly,2025-07-31,2025-09-23,cancelled,False,,,False,0,missing_features,2025-07-31
sub_d1e22f3572ef,acc_d98482553c32,free,free,2025-06-07,,active,False,,,False,0,,2025-06-07
sub_7910d7d249ad,acc_d98482553c32,ultimate,annual,2025-07-21,2026-07-21,active,False,,,False,0,,2025-07-21
sub_7a3e2d20e3c5,acc_29384fc2f790,free,free,2025-07-10,,active,True,2025-07-10,2025-07-24,False,0,,2025-07-10
sub_cd803419e2c4,acc_29384fc2f790,basic,monthly,2025-08-21,2025/10/10,cancelled,False,,,False,0,too_expensive,2025-08-21
sub_3e160ed5e050,acc_29384fc2f790,pro,monthly,2025-10-14,2025-11-13,active,False,,,False,0,,2025-10-14
sub_acea4c00d25d,acc_4e12064ad76b,free,free,2025-06-18,,cancelled,True,2025-06-18,2025-07-02,False,0,too_expensive,2025-06-18
sub_d5d33e2c0ab0,acc_4aa3240c7993,free,free,2025-06-29,,cancelled,True,2025-06-29,2025-07-13,False,0,switching_product,2025-06-29
sub_f7de9f1de375,acc_4aa3240c7993,basic,monthly,2025-08-10,2025-09-09,active,False,,,False,2,,2025-08-10
sub_d1624b7f82fb,acc_82779fd7a747,free,free,2025-06-16,,cancelled,True,2025-06-16,2025-06-30,False,0,switching_product,2025-06-16
sub_bf15f1ef04f6,acc_2c204c7231d5,free,free,2025-07-08,,active,False,,,False,0,,2025-07-08
sub_4dec9f8dd9c0,acc_2c204c7231d5,basic,annual,2025-08-09,2026/08/09,active,False,,,False,0,,2025-08-09
sub_3e8694fd4c4e,acc_557ba80fc9cc,ultimate,annual,2025-07-22,2026-07-22,active,True,2025-07-07,2025-07-21,True,0,,2025-07-22
sub_c5737cd7195f,acc_588e18a94f54,free,free,2025-07-01,,active,False,,,False,0,,2025-07-01
sub_a7fec4dcab8c,acc_588e18a94f54,basic,monthly,2025-08-04,2025-09-03,active,False,,,False,2,,2025-08-04
sub_17a2c24304cd,acc_5c66b728795f,free,free,2025-07-29,,cancelled,True,2025-07-29,2025-08-12,False,0,trial_ended,2025-07-29
sub_85bdecf35801,acc_0f8ab9a42b83,free,free,2025-06-24,,active,True,2025-06-24,2025-07-08,False,0,,2025-06-24
sub_4449f36479fa,acc_0f8ab9a42b83,pro,monthly,2025-08-02,2025-09-01,active,False,,,False,2,,2025-08-02
sub_5ccee9c9b990,acc_fca40dfc32fb,free,free,2025-06-09,,active,False,,,False,0,,2025-06-09
sub_de4844eb98ca,acc_199a0c876b0f,free,free,2025-07-27,,active,True,2025-07-27,2025-08-10,False,0,,2025-07-27
sub_ce4bb514d041,acc_ac8d75f4ef08,free,free,2025-07-06,,active,False,,,False,0,,2025-07-06
sub_df02a511e291,acc_ac8d75f4ef08,pro,monthly,2025-08-10,2025/09/09,active,False,,,False,2,,2025-08-10
sub_77f9c1e8bdb4,acc_ac8d75f4ef08,basic,monthly,2025-09-11,2025-10-11,active,False,,,False,1,,2025-09-11
sub_dd22c10e6bb3,acc_d5ae4cef7a65,free,free,2025-06-05,,active,True,2025-06-05,2025-06-19,False,0,,2025-06-05
sub_f0d8e9ceef3a,acc_74dc8ee170d9,free,free,2025-06-03,,active,False,,,False,0,,2025-06-03
sub_3440be275ca8,acc_74dc8ee170d9,pro,monthly,2025-07-15,2025-08-14,active,False,,,False,3,,2025-07-15
sub_15bbe7a81790,acc_f2df937e1352,free,free,2025-06-09,,active,False,,,False,0,,2025-06-09
sub_867b856ebf3f,acc_f2df937e1352,ultimate,annual,2025-07-23,2026-07-23,active,False,,,False,0,,2025/07/23
sub_44707e7eda33,acc_0bf562a3f4f6,ULTIMATE,monthly,2025-08-03,2025-09-09,cancelled,True,2025-07-20,2025-08-03,True,0,switching_product,2025-08-03
sub_87833d708bd6,acc_0bf562a3f4f6,pro,annual,2025-09-19,2026-09-19,active,False,,,False,0,,2025-09-19
sub_dbea6462e560,acc_7f4a25326192,free,free,2025-06-26,,active,True,2025-06-26,2025-07-10,False,0,,2025-06-26
sub_46470355f4dc,acc_7f4a25326192,Basic,monthly,2025-08-05,2025-09-04,active,False,,,False,2,,2025-08-05
sub_ea1801ffd50b,acc_35e688d8530b,free,free,2025-07-03,,active,False,,,False,0,,2025-07-03
sub_cb269178cc3e,acc_c9dc146648e6,free,free,2025-07-01,,active,True,2025-07-01,2025-07-15,False,0,,2025-07-01
sub_1c96ed364df8,acc_8eb6c70526f6,pro,monthly,2025-07-04,2025-08-06,cancelled,True,2025-06-19,2025-07-03,True,0,no_longer_needed,2025-07-04
sub_34e1e174a9a9,acc_cb3be248cc30,free,free,2025-07-04,,active,False,,,False,0,,2025-07-04
sub_72aebc580e5d,acc_cb3be248cc30,pro,monthly,2025-08-17,2025-09-16,active,False,,,False,2,,2025-08-17
sub_9880b5b6b40f,acc_fbf0e19c0843,free,free,2025-06-19,,active,True,2025-06-19,2025-07-03,False,0,,2025-06-19
sub_07cb38538183,acc_6492263abca1,free,free,2025-07-27,,active,False,,,False,0,,2025-07-27
sub_28418d3a1381,acc_062ef95d177b,free,free,2025-07-01,,active,False,,,False,0,,2025-07-01
sub_c771a0ee389f,acc_6bf45e6181fb,free,free,2025-06-26,,cancelled,True,2025-06-26,2025-07-10,False,0,no_longer_needed,2025/06/26
sub_6abf685e4e75,acc_6bf45e6181fb,ultimate,annual,2025-08-10,2026-08-10,active,False,,,False,0,,2025-08-10
sub_7f9115d87657,acc_ca5585fcab3d,free,free,2025-06-27,,active,False,,,False,0,,2025-06-27
sub_6da2f2c52ef0,acc_ac7d03bd4c11,basic,monthly,2025-06-24,2025-07-24,active,True,2025-06-08,2025-06-22,True,4,,2025-06-24
sub_d9a8cfd0f2b7,acc_4bddd2991fd5,free,free,2025-07-18,,cancelled,True,2025-07-18,2025-08-01,False,0,no_longer_needed,2025-07-18
sub_3396dda0f8ee,acc_ac3afb753b76,basic,annual,2025-07-01,2026-07-01,active,True,2025-06-16,2025-06-30,True,0,,2025-07-01
sub_4f3d2b365b49,acc_b3013ee7d295,free,free,2025/06/15,,active,True,2025-06-15,2025-06-29,False,0,,2025-06-15
sub_6753c59da639,acc_680cb438f394,free,free,2025-06-18,,active,True,2025-06-18,2025-07-02,False,0,,2025-06-18
sub_dd42ed8edaf0,acc_680cb438f394,basic,monthly,2025-07-20,2025-08-19,active,False,,,False,3,,2025-07-20
sub_454a6e24a624,acc_680cb438f394,basic,monthly,2025/08/24,2025-09-23,active,False,,,False,2,,2025-08-24
sub_975b36daafb2,acc_ba9b3dbc90c6,free,free,2025-06-01,,cancelled,True,2025-06-01,2025-06-15,False,0,missing_features,2025-06-01
sub_5c49ebb93799,acc_ba9b3dbc90c6,ultimate,annual,2025-07-10,2026-07-10,active,False,,,False,0,,2025-07-10
sub_0873b1ef408e,acc_514a511234e4,basic,monthly,2025-07-13,2025-08-12,active,True,2025-06-29,2025-07-13,True,3,,2025-07-13
sub_f16b5edc0aea,acc_e14bc06f1d3d,free,free,2025-06-28,,active,False,,,False,0,,2025-06-28
sub_6ee02c4a0669,acc_6e8100af7d2b,free,free,2025-07-24,,active,True,2025-07-24,2025-08-07,False,0,,2025-07-24
sub_d1d9ff56fc5e,acc_6e8100af7d2b,pro,monthly,2025-08-25,2025-09-24,active,False,,,False,2,,2025-08-25
sub_42a7265aff62,acc_6e8100af7d2b,basic,annual,2025-09-27,2025-11-09,cancelled,False,,,False,0,trial_ended,2025-09-27
sub_86b793217109,acc_5604960901cd,free,free,2025-06-25,,active,False,,,False,0,,2025-06-25
sub_9e403fe08c69,acc_5604960901cd,pro,annual,2025-07-27,2026-07-27,active,False,,,False,0,,2025-07-27
sub_24adf34a754f,acc_ded552994ea5,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,no_longer_needed,2025-07-07
sub_70448b89387a,acc_5dc9e647aa09,pro,monthly,2025-08-12,2025-09-11,active,True,2025-07-29,2025-08-12,True,2,,2025-08-12
sub_7e4eacc1dcbc,acc_5dc9e647aa09,basic,annual,2025-09-26,2026-09-26,active,False,,,False,0,,2025-09-26
sub_7128b63fa4bf,acc_54cfa85b509b,free,free,2025-06-24,,active,False,,,False,0,,2025-06-24
sub_d5cd9590a494,acc_b5ab0bda04ca,free,free,2025-06-29,,active,False,,,False,0,,2025-06-29
sub_9f8900f42959,acc_b5ab0bda04ca,basic,monthly,2025-08-13,2025/09/12,active,False,,,False,2,,2025-08-13
sub_d1224ff1a6fe,acc_3edd85584bd1,free,free,2025-06-06,,active,True,2025-06-06,2025-06-20,False,0,,2025/06/06
sub_3f47e70920ae,acc_025ec266d662,free,free,2025-07-28,,active,False,,,False,0,,2025-07-28
sub_c462cb3512c9,acc_a2050bb06368,free,free,2025-06-08,,active,True,2025-06-08,2025-06-22,False,0,,2025-06-08
sub_fbedb6fa9228,acc_0eaa2ced2409,free,free,2025-06-18,,active,False,,,False,0,,2025-06-18
sub_074a7a406d4f,acc_0eaa2ced2409,ultimate,monthly,2025-07-24,2025-08-23,active,False,,,False,3,,2025-07-24
sub_6e24bc86639e,acc_2764a6e6ef8a,basic,monthly,2025-07-23,2025-08-22,active,True,2025-07-09,2025-07-23,True,3,,2025-07-23
sub_3280fb968a7e,acc_2764a6e6ef8a,basic,monthly,2025-09-05,2025-10-26,cancelled,False,,,False,0,missing_features,2025-09-05
sub_d62ea0ac5211,acc_6b96148b8abc,basic,monthly,2025-06-19,2025-07-19,active,True,2025-06-05,2025-06-19,True,4,,2025-06-19
sub_aca05497585f,acc_5c11446bf5c2,free,free,2025-06-30,,active,True,2025-06-30,2025-07-14,False,0,,2025/06/30
sub_9c0c680ae929,acc_117855afb0fd,pro,monthly,2025-07-19,2025-08-18,active,True,2025-07-03,2025-07-17,True,3,,2025-07-19
sub_ae2c1b475cc7,acc_2273481502f3,free,free,2025-06-20,,active,False,,,False,0,,2025-06-20
