account_id,signup_date,utm_source,utm_campaign,ref,account_type,_sig_parsed
acc_19fec74fe55b,2025-07-23,google,Campaign_B,,agency,2025-07-23
acc_2478ef735b66,2025-07-30,facebook,Campaign_E,wagner.com,normal,2025-07-30
acc_6893d82822e2,2025-07-27,direct,Campaign_D,,normal,2025-07-27
acc_981fc483fede,2025-07-05,organic,Campaign_C,,normal,2025-07-05
acc_c64c9a056c73,2025-07-05,facebook,Campaign_E,,normal,2025-07-05
acc_244cb035ab6b,2025-07-18,google,Campaign_E,,agency,2025-07-18
acc_909a011e9c37,2025-06-04,direct,Campaign_C,davenport.biz,AGENCY,2025-06-04
acc_f615f9c5ab49,2025-06-10,google,Campaign_A,,normal,2025-06-10
acc_520f11c58100,2025-06-24,google,Campaign_C,,normal,2025-06-24
acc_a9fa5ae6ee38,2025-07-20,facebook,Campaign_D,,normal,2025-07-20
acc_d27c97e62cd2,2025-07-14,organic,Campaign_D,williams.com,agency,2025-07-14
acc_018398cedfe1,2025-07-25,organic,Campaign_F,burke-collins.info,normal,2025-07-25
acc_58b4c557b267,2025-06-17,referral,Campaign_D,spencer.biz,normal,2025-06-17
acc_f64204df1a9a,2025-06-06,organic,Campaign_D,gates.com,normal,2025-06-06
acc_0a0d00a91074,2025-07-30,facebook,Campaign_C,,agency,2025-07-30
acc_50d3dc4706aa,2025-06-29,organic,Campaign_A,,normal,2025-06-29
acc_35dc1973fe82,2025-07-05,facebook,Campaign_D,thomas.org,agency,2025-07-05
acc_da40f54abc88,2025-06-13,direct,Campaign_A,,normal,2025-06-13
acc_034e0320fb72,2025-06-16,,Campaign_B,,agency,2025-06-16
acc_586d0deea737,2025-07-14,direct,Campaign_A,,normal,2025-07-14
acc_dd641de997c7,2025-06-17,facebook,Campaign_C,,agency,2025-06-17
acc_c71e1d5167ee,2025-07-11,facebook,Campaign_E,avila-owen.biz,normal,2025-07-11
acc_b9959d6d18cf,2025-07-28,referral,Campaign_B,,normal,2025-07-28
acc_e5567a954894,2025-07-30,direct,Campaign_F,,agency,2025-07-30
acc_815f2f7a227a,2025-06-22,referral,Campaign_D,martinez.info,normal,2025-06-22
acc_3257edacfa24,2025-06-02,email,Campaign_B,,normal,2025-06-02
acc_1b7020716ee5,2025-06-19,organic,Campaign_A,,normal,2025-06-19
acc_a26c64e96560,2025-06-08,direct,Campaign_A,,normal,2025-06-08
acc_7265ff3aa502,2025-06-24,facebook,Campaign_A,turner.com,normal,2025-06-24
acc_009d9a12b15f,2025/07/10,facebook,Campaign_C,,normal,2025-07-10
acc_9db442684255,2025-07-10,organic,Campaign_A,,normal,2025-07-10
acc_f4d5747eb2bf,2025-06-12,direct,Campaign_C,,normal,2025-06-12
acc_3c22760646b0,2025-07-19,,Campaign_C,,normal,2025-07-19
acc_3c99f9074f1b,2025-07-30,organic,Campaign_F,reyes.biz,agency,2025-07-30
acc_09f1dd9aae96,2025-07-19,direct,Campaign_B,stevens-johnson.net,normal,2025-07-19
acc_b96674cf70f9,2025-06-18,referral,Campaign_E,dalton.info,normal,2025-06-18
acc_28f46fdfb01b,2025-07-03,facebook,Campaign_D,,AGENCY,2025-07-03
acc_b632754e020c,2025-06-03,facebook,Campaign_C,,agency,2025-06-03
acc_23733f9cfdc5,2025-07-27,google,,,normal,2025-07-27
acc_5ccbce5d0473,2025-07-06,email,Campaign_A,,normal,2025-07-06
acc_24ecacfaf52d,2025-07-02,facebook,Campaign_E,,normal,2025-07-02
acc_99b0ee6a26c5,2025-07-12,direct,Campaign_A,garza.com,normal,2025-07-12
acc_734f0d8c1441,2025-06-05,referral,Campaign_E,,normal,2025-06-05
acc_3cfcc45be3cc,2025-07-09,facebook,Campaign_D,,normal,2025-07-09
acc_af81ec2c6590,2025-06-27,organic,Campaign_A,,normal,2025-06-27
acc_47458ea0e1ff,2025-07-13,direct,Campaign_A,,agency,2025-07-13
acc_438779ab53d1,2025-06-09,direct,Campaign_D,,agency,2025-06-09
acc_bb8c27914c83,2025-06-25,email,Campaign_E,,normal,2025-06-25
acc_872c69480257,2025-06-05,direct,Campaign_A,valenzuela.org,normal,2025-06-05
acc_1770ff4a48d1,2025-07-30,google,Campaign_A,,normal,2025-07-30
acc_f2b493fc827e,2025-07-17,direct,Campaign_D,,normal,2025-07-17
acc_d9e239cedebd,2025-07-12,organic,Campaign_A,,normal,2025-07-12
acc_99d6d58890b3,2025-07-02,email,Campaign_E,shaw-hubbard.com,normal,2025-07-02
acc_fa623d07158f,2025-06-17,organic,Campaign_F,,agency,2025-06-17
acc_3ff89912740b,2025-07-08,,Campaign_D,,normal,2025-07-08
acc_39b7de6c6563,2025-07-29,direct,Campaign_A,,agency,2025-07-29
acc_cbecd7e3e41e,2025-06-09,,Campaign_D,,normal,2025-06-09
acc_b509953d5c77,2025-06-13,,Campaign_A,richard.com,normal,2025-06-13
acc_5dfb71b723b8,2025-07-26,referral,Campaign_D,solis.com,normal,2025-07-26
acc_93058c94fe39,2025-07-05,direct,Campaign_E,colon.net,Normal,2025-07-05
acc_02ca0f45b90d,2025-06-25,email,Campaign_D,,normal,2025-06-25
acc_1016823c314c,2025-07-26,email,Campaign_F,,normal,2025-07-26
acc_1eb060ab98a5,2025-07-18,organic,Campaign_A,warner.com,normal,2025-07-18
acc_58c7dce1444a,2025-07-29,google,Campaign_F,,normal,2025-07-29
acc_cafed6d875bc,2025-07-11,facebook,Campaign_A,farrell.com,agency,2025-07-11
acc_3495cb9f20f7,2025/06/09,google,Campaign_E,,normal,2025-06-09
acc_a3b5b87ad758,2025-07-10,,Campaign_A,,normal,2025-07-10
acc_93f78217ea1c,2025-07-18,email,Campaign_B,,normal,2025-07-18
acc_f252f51ff25c,2025-07-13,organic,Campaign_A,,normal,2025-07-13
acc_8ac4f8150c50,2025-07-11,referral,Campaign_B,hernandez.com,normal,2025-07-11
acc_f6e5c2811c06,2025-07-24,referral,Campaign_E,,normal,2025-07-24
acc_5f9a4556b378,2025-06-01,facebook,Campaign_D,,agency,2025-06-01
acc_0e28d8407034,2025-06-30,google,Campaign_A,,normal,2025-06-30
acc_1372876e5340,2025-07-25,google,Campaign_A,,normal,2025-07-25
acc_f1d80fc2571d,2025-07-10,facebook,Campaign_D,,normal,2025-07-10
acc_b78ebc81949a,2025-06-28,,Campaign_A,,agency,2025-06-28
acc_2d276b9928cf,2025-07-26,facebook,Campaign_D,sandoval.com,normal,2025-07-26
acc_f3bafac01342,2025-07-10,organic,Campaign_C,,normal,2025-07-10
acc_55d3c93d18e2,2025-06-05,organic,Campaign_D,,normal,2025-06-05
acc_e8c2a5df81f6,2025-06-07,facebook,Campaign_B,,normal,2025-06-07
acc_c2baacbd004f,2025-06-03,,Campaign_F,,normal,2025-06-03
acc_b43a85614a8f,2025/06/11,direct,Campaign_C,,normal,2025-06-11
acc_4ce5c4e11966,2025-07-17,google,Campaign_E,,normal,2025-07-17
acc_cc9fd23502f5,2025-06-15,organic,Campaign_A,,normal,2025-06-15
acc_f3ee1756470a,2025-06-12,google,Campaign_A,,normal,2025-06-12
acc_11a8e7a36f82,2025-06-28,referral,,,normal,2025-06-28
acc_370828bcf84e,2025-06-26,facebook,Campaign_F,,normal,2025-06-26
acc_4f531b98ebd0,2025-07-08,google,Campaign_E,,agency,2025-07-08
acc_09b667ee50f8,2025-06-20,organic,Campaign_A,,normal,2025-06-20
acc_82849cf581c7,2025-06-03,google,Campaign_B,,agency,2025-06-03
acc_75dcadd14880,2025-07-16,email,Campaign_D,fowler-haynes.com,normal,2025-07-16
acc_2d918f3f512e,2025-07-09,,Campaign_D,,agency,2025-07-09
acc_c9a459e60788,2025-07-02,email,Campaign_A,,normal,2025-07-02
acc_9b6597b66905,2025-06-07,direct,Campaign_F,clark-zamora.info,normal,2025-06-07
acc_8c50141b03a0,2025-07-24,facebook,Campaign_C,,normal,2025-07-24
acc_381181a52137,2025-06-08,referral,Campaign_A,,normal,2025-06-08
acc_f789013326ba,2025-06-02,facebook,Campaign_C,,normal,2025-06-02
acc_e237806efae2,2025-07-13,,Campaign_E,henderson.com,agency,2025-07-13
acc_b62b4f4d30bb,2025-06-16,organic,Campaign_E,green.net,normal,2025-06-16
acc_c194e3be1d7f,2025-06-08,google,Campaign_F,,agency,2025-06-08
acc_88e9f812234a,2025-07-23,google,Campaign_F,,normal,2025-07-23
acc_611615fabe41,2025-06-23,referral,Campaign_F,,NORMAL,2025-06-23
acc_43a1e3a4bd07,2025-06-02,organic,Campaign_C,reeves.com,normal,2025-06-02
acc_208ba8cfe2d2,2025-06-20,referral,Campaign_E,,normal,2025-06-20
acc_8fb223deda39,2025-06-11,referral,Campaign_D,anderson.com,normal,2025-06-11
acc_9dcc4b337b45,2025-07-01,email,Campaign_B,,agency,2025-07-01
acc_5139bce5ffdf,2025-06-08,organic,Campaign_C,,normal,2025-06-08
acc_9c11dd8a1689,2025-06-15,organic,Campaign_C,smith.net,agency,2025-06-15
acc_3d31462e6ff0,2025-06-19,,Campaign_D,salazar.info,normal,2025-06-19
acc_99adcf839b10,2025-07-30,referral,Campaign_B,,normal,2025-07-30
acc_a32b78ef8dd1,2025-06-11,organic,Campaign_A,,normal,2025-06-11
acc_7ea5e9dd93ec,2025-07-20,facebook,Campaign_C,,normal,2025-07-20
acc_835033ff71a4,2025-06-10,referral,Campaign_D,,normal,2025-06-10
acc_4ae68b6a9cd4,2025-07-08,email,Campaign_D,,agency,2025-07-08
acc_95e8ee3a9744,2025-06-15,facebook,Campain_C,,agency,2025-06-15
acc_d4f75c5e540c,2025-06-26,organic,Campaign_E,francis-reyes.biz,normal,2025-06-26
acc_35d6c1d0ecee,2025-07-10,google,Campaign_D,,normal,2025-07-10
acc_1fd2dea24631,2025-07-01,email,Campaign_F,,normal,2025-07-01
acc_924bd4232852,2025-07-11,google,Campaign_F,,normal,2025-07-11
acc_5adcbcb406e7,2025-06-18,direct,Campaign_F,,agency,2025-06-18
acc_a16f955e6c74,2025-07-05,direct,Campaign_C,smith.com,normal,2025-07-05
acc_46fce1dc5cfe,2025-07-30,referral,Campaign_B,,normal,2025-07-30
acc_ce88d6b10fe5,2025-06-08,google,,,normal,2025-06-08
acc_273d7188a8d8,2025-06-25,,Campaign_A,galvan-ruiz.com,normal,2025-06-25
acc_5e9971199af3,2025-07-06,direct,Campaign_B,,normal,2025-07-06
acc_1eefbc4e00b1,2025-06-04,direct,Campaign_A,,normal,2025-06-04
acc_94bc55e2b4d6,2025-06-12,google,Campaign_C,madden-lambert.com,normal,2025-06-12
acc_ebde18080029,2025-07-02,,,williams.info,normal,2025-07-02
acc_89b16414e319,2025-07-19,direct,Campaign_F,,normal,2025-07-19
acc_5bccb808d0db,2025-07-22,,Campaign_A,moreno.com,agency,2025-07-22
acc_eb60d318049b,2025/06/12,direct,Campaign_B,,normal,2025-06-12
acc_7efad27c7c86,2025-07-30,email,Campaign_E,,normal,2025-07-30
acc_39387213c9ab,2025-07-01,email,Campaign_B,,normal,2025-07-01
acc_03194d2ec6f1,2025-06-07,google,Campaign_F,,normal,2025-06-07
acc_44506eb608b4,2025-07-19,,Campaign_C,farrell.com,agency,2025-07-19
acc_9f640e1eec81,2025-06-12,referral,Campaign_F,,agency,2025-06-12
acc_a2a2de52e1d7,2025-06-27,organic,Campaign_D,,normal,2025-06-27
acc_26edb91e29b3,2025-07-18,direct,Campaign_C,wilson-woodard.info,normal,2025-07-18
acc_116cc9914df5,2025-07-23,email,Campaign_F,,normal,2025-07-23
acc_fa7b6dfe75d5,2025-06-21,organic,,,normal,2025-06-21
acc_6b533e949b67,2025-07-12,direct,Campaign_A,,agency,2025-07-12
acc_0f24a1132c76,2025-06-29,organic,Campaign_D,,normal,2025-06-29
acc_674d02b8245b,2025-06-29,direct,Campaign_A,elliott-alvarado.com,normal,2025-06-29
acc_b47d21d4bdc7,2025-07-14,facebook,,,agency,2025-07-14
acc_0d9b145c2074,2025-06-16,google,Campaign_E,knapp-sanchez.info,agency,2025-06-16
acc_3620e851c0d7,2025-07-24,facebook,Campaign_F,,normal,2025-07-24
acc_55581777a9b8,2025-07-11,email,Campaign_A,,normal,2025-07-11
acc_7238bcd469e3,2025-06-12,organic,Campaign_F,,agency,2025-06-12
acc_002eb6fab355,2025-06-24,email,Campaign_D,,normal,2025-06-24
acc_a1e69d8cde93,2025-07-22,email,Campaign_A,,normal,2025-07-22
acc_276fd90527a6,2025-07-18,direct,Campaign_D,,normal,2025-07-18
acc_52d27aea344a,2025-06-04,organic,Campaign_B,,normal,2025-06-04
acc_63736896aaf6,2025-06-25,,Campaign_A,yates-manning.net,normal,2025-06-25
acc_752b52154e2f,2025-07-28,facebook,Campaign_D,,normal,2025-07-28
acc_714e56b8fe31,2025-07-12,email,Campaign_A,smith.com,normal,2025-07-12
acc_ae923cbeb5dc,2025-07-30,google,Campaign_D,,normal,2025-07-30
acc_d5c399e7363a,2025-06-01,google,Campaign_C,,normal,2025-06-01
acc_46794db7e439,2025-07-26,referral,Campaign_D,,agency,2025-07-26
acc_8f2d2000fc60,2025-06-06,organic,Campaign_E,,normal,2025-06-06
acc_52c3e22a4b99,2025-07-19,google,Campaign_B,,normal,2025-07-19
acc_717608059828,2025-07-08,organic,Campaing_E,lopez.net,normal,2025-07-08
acc_274c969d6d51,2025/06/12,google,Campaign_E,,normal,2025-06-12
acc_e046476c3181,2025-07-15,google,Campaign_F,,normal,2025-07-15
acc_8146cc0aac16,2025-06-20,google,Campaign_E,mcdonald-miller.info,normal,2025-06-20
acc_b3f05d4ad835,2025-06-26,referral,Campaign_F,,normal,2025-06-26
acc_83f7fd0cbd21,2025-06-13,direct,Campaign_A,mills.org,normal,2025-06-13
acc_259d5c613a3c,2025-06-30,google,Campaign_C,,normal,2025-06-30
acc_8d56a340d715,2025-07-12,direct,Campaign_A,,normal,2025-07-12
acc_2284447fea86,2025-07-28,,Campaign_D,,agency,2025-07-28
acc_75d08d4403c9,2025-07-25,email,Campaign_D,,normal,2025-07-25
acc_1769d49838ec,2025-07-28,referral,Campaign_A,,normal,2025-07-28
acc_ce2f89f5a217,2025-06-30,organic,Campaign_D,,normal,2025-06-30
acc_dc6d5ed90342,2025-07-24,email,Campaign_B,butler.com,normal,2025-07-24
acc_1eadaf6de007,2025-07-31,direct,Campaign_D,matthews-gibson.info,agency,2025-07-31
acc_28f9cd85183f,2025-06-18,facebook,Campaign_D,morton.com,normal,2025-06-18
acc_952da6110745,2025-06-01,referral,Campaign_E,lopez.org,normal,2025-06-01
acc_986ae6ef8fe6,2025-06-26,facebook,Campaign_F,,normal,2025-06-26
acc_234b4a12b7ac,2025-07-01,facebook,Campaign_F,smith.com,normal,2025-07-01
acc_22722b7a1777,2025-07-12,referral,Campaign_D,,normal,2025-07-12
acc_8ffd28597b2c,2025-07-30,,Campaign_A,,normal,2025-07-30
acc_d21686537e6f,2025-06-24,google,Campaign_E,ward.biz,normal,2025-06-24
acc_19759dae0f1c,2025/07/27,google,Campaign_A,,normal,2025-07-27
acc_57973f5866fd,2025-06-05,direct,Campaign_D,cabrera.com,agency,2025-06-05
acc_ca897adaeb6c,2025-07-07,organic,Campaign_B,,normal,2025-07-07
acc_9cec98bf834b,2025-07-07,facebook,Campaign_C,allen.net,normal,2025-07-07
acc_d9b25079a415,2025-07-10,email,Campaign_A,miller.com,normal,2025-07-10
acc_47277276ddbe,2025-06-05,google,Campaign_A,,normal,2025-06-05
acc_b469d91c24fd,2025-06-19,facebook,Campaign_E,,agency,2025-06-19
acc_39b0b705ada0,2025-06-10,direct,Campaign_C,,normal,2025-06-10
acc_60911e4d4546,2025-07-16,organic,Campaign_F,cook.biz,normal,2025-07-16
acc_b82d360c31d7,2025-07-22,email,Campaign_B,,normal,2025-07-22
acc_d811ec0119e6,2025-07-16,google,Campaign_C,spencer.info,normal,2025-07-16
acc_ba705965093c,2025/06/01,,Campaign_F,,normal,2025-06-01
acc_d56580f428ab,2025-07-09,google,Campaign_A,klein.com,agency,2025-07-09
acc_b0af8f29dd2c,2025/06/02,facebook,Campaign_B,,normal,2025-06-02
acc_39837b49fefd,2025/07/16,referral,Campaign_A,,normal,2025-07-16
acc_66a6ec848c93,2025-06-06,email,Campaign_C,,agency,2025-06-06
acc_1df8179e269e,2025-06-27,email,Campaign_A,lee.com,normal,2025-06-27
acc_1bc5b3d31977,2025-07-12,email,Campaign_B,,normal,2025-07-12
acc_fcb3cdb149ee,2025-07-19,direct,Campaign_E,ware.biz,normal,2025-07-19
acc_435fee03f44b,2025-06-02,facebook,Campaign_E,,normal,2025-06-02
acc_af4c3e80d6f7,2025/07/17,google,Campaign_F,,normal,2025-07-17
acc_702ff8a4779b,2025-07-10,email,Campaign_B,,normal,2025-07-10
acc_0b0a3f985f2a,2025-07-27,referral,Campaign_A,webb.info,agency,2025-07-27
acc_a3bfd15f1566,2025-06-03,organic,Campaign_A,leon.com,normal,2025-06-03
acc_6f36870acb11,2025-07-29,,Campaign_C,,normal,2025-07-29
acc_949bad1fdd60,2025-06-18,email,Campaign_E,,normal,2025-06-18
acc_35ed8323149e,2025-06-24,,Campaign_C,clayton.com,NORMAL,2025-06-24
acc_034f9ed4189d,2025-07-24,google,Campaign_A,morgan.org,normal,2025-07-24
acc_e9a4d2ae7c44,2025-06-12,referral,Campaign_A,,normal,2025-06-12
acc_8a01575fb4bb,2025/06/05,google,Campaign_A,,normal,2025-06-05
acc_8cd621c498b5,2025-07-19,referral,,adams.net,normal,2025-07-19
acc_8a9543cc182b,2025-07-21,facebook,Campaign_A,caldwell.info,agency,2025-07-21
acc_2ec7cbbc5596,2025-07-07,referral,Campaign_C,,normal,2025-07-07
acc_90b2f70084fc,2025-06-20,facebook,Campaign_A,lynch.net,normal,2025-06-20
acc_1db565f59718,2025-06-24,organic,Campaign_A,,Normal,2025-06-24
acc_233d4d09bda7,2025-07-22,organic,,,normal,2025-07-22
acc_944812f04139,2025/07/09,email,Campaign_A,,normal,2025-07-09
acc_813c2086eaaa,2025-06-24,referral,Campaign_A,,normal,2025-06-24
acc_b3c0a6698104,2025-07-27,organic,Campaign_C,,normal,2025-07-27
acc_25feab663a90,2025-07-19,organic,Campaign_C,sanchez.com,normal,2025-07-19
acc_e873127a797d,2025-06-10,referral,Campaign_C,,agency,2025-06-10
acc_e00b9608b6a2,2025-07-03,facebook,,,normal,2025-07-03
acc_29e623aec542,2025-07-24,facebook,Campaign_F,,agency,2025-07-24
acc_0a84c3b604a6,2025-07-30,email,Campaign_E,villanueva-crane.net,normal,2025-07-30
acc_edc9322291a0,2025-07-14,facebook,Campaign_E,cox.com,normal,2025-07-14
acc_c16b5d422f3a,2025-07-25,facebook,Campaign_C,,normal,2025-07-25
acc_b4b6e2ad4cb3,2025-07-28,facebook,Campaign_C,,normal,2025-07-28
acc_4d570fe9c473,2025-07-16,referral,Campaign_E,malone-keller.com,normal,2025-07-16
acc_90334a189fab,2025-06-05,,Campaign_A,brown.net,normal,2025-06-05
acc_1e7b1f5b07d0,2025-06-25,,Campaign_F,,AGENCY,2025-06-25
acc_1ef0c43bae55,2025-07-18,referral,Campaign_A,,agency,2025-07-18
acc_229924017ead,2025-07-02,google,Campaign_C,wilcox.org,agency,2025-07-02
acc_b13596af94d1,2025-07-19,google,Campaign_E,,normal,2025-07-19
acc_d7872c92bd3c,2025-06-19,organic,Campaign_A,,normal,2025-06-19
acc_6c8023928313,2025-07-07,direct,Campaign_B,,agency,2025-07-07
acc_4badc3506f47,2025-07-24,google,Campaign_F,,agency,2025-07-24
acc_756cf2aaff74,2025-07-06,email,Campaign_D,,agency,2025-07-06
acc_cb69cb4418e4,2025-07-09,email,Campaign_E,,normal,2025-07-09
acc_2421686827a8,2025-07-09,referral,Campaign_B,,normal,2025-07-09
acc_f265befcf863,2025-07-31,direct,,,normal,2025-07-31
acc_b5eb0bb5b576,2025-07-23,google,Campaign_A,rodriguez.net,normal,2025-07-23
acc_255da5d7f02c,2025-07-17,organic,Campaign_C,,normal,2025-07-17
acc_6e8545bf7e29,2025-07-08,email,Campaign_E,evans-doyle.info,normal,2025-07-08
acc_2c82acb34f50,2025-06-16,direct,Campaign_C,bird-trujillo.org,normal,2025-06-16
acc_13a4c2b8c85c,2025-06-05,direct,Campaign_B,,normal,2025-06-05
acc_e76249b17d3f,2025-07-30,referral,Campaign_B,bell.org,normal,2025-07-30
acc_e6b9846a1d2a,2025-07-07,direct,Campaign_E,,normal,2025-07-07
acc_543529e41c6a,2025-06-24,email,Campaign_A,black-lee.com,normal,2025-06-24
acc_d6ed78d943bf,2025-07-05,referral,Campaign_E,,normal,2025-07-05
acc_ed9a1cf85622,2025/07/22,google,Campaign_C,,agency,2025-07-22
acc_e0b1f8862b1e,2025-07-12,email,Campaign_C,,agency,2025-07-12
acc_331fa06aae63,2025-06-29,google,Campaign_D,chapman-stone.biz,normal,2025-06-29
acc_e5fb72c0537b,2025-07-27,referral,Campaign_B,,normal,2025-07-27
acc_a4e87cb98a32,2025-06-11,email,Campaign_D,,normal,2025-06-11
acc_156860c8aa5c,2025-06-30,direct,Campaign_C,,normal,2025-06-30
acc_7fdef074ff90,2025-07-23,google,Campaign_D,,Normal,2025-07-23
acc_3eb23f4d1850,2025-07-04,email,Campaign_A,,normal,2025-07-04
acc_78e8278987e1,2025-06-30,email,Campaign_A,,normal,2025-06-30
acc_ca45a5572fef,2025-06-14,direct,Campaign_D,guzman.com,normal,2025-06-14
acc_d880c8b143f8,2025-06-23,email,Campaign_E,,normal,2025-06-23
acc_a7c84fdee5a1,2025-07-21,facebook,Campaign_E,hernandez.com,normal,2025-07-21
acc_72d3585fb6f1,2025/06/11,facebook,Campaign_E,,normal,2025-06-11
acc_520e09d5a27d,2025-06-24,direct,Campaign_E,,normal,2025-06-24
acc_e2c550952b7b,2025-06-23,google,Campaign_A,,normal,2025-06-23
acc_d7448a6689d6,2025-06-08,referral,,,normal,2025-06-08
acc_9842011737be,2025-07-25,referral,Campaign_F,,normal,2025-07-25
acc_4b80458e4323,2025-07-24,email,Campaign_E,chavez.org,normal,2025-07-24
acc_f9ea9847c986,2025-06-09,facebook,Campaign_F,,agency,2025-06-09
acc_26f68d2b82c6,2025-07-11,google,Campaign_B,contreras-hernandez.com,agency,2025-07-11
acc_7e14f96b3f69,2025-07-13,email,Campaign_A,,normal,2025-07-13
acc_a26e82ec710c,2025-06-22,facebook,Campaign_A,,normal,2025-06-22
acc_ad9d12b5e726,2025-06-30,,Campaign_C,williams.com,normal,2025-06-30
acc_a72a1903d310,2025-08-18,google,Campaign_B,,normal,2025-08-18
acc_b830e0356ce0,2025-08-13,email,Campaign_D,,normal,2025-08-13
acc_6f54ad067048,2025-09-01,organic,Campaign_A,,normal,2025-09-01
acc_295291f68f01,2025-06-20,referral,Campaign_D,,normal,2025-06-20
acc_aca12f52a87b,2025-07-25,referral,Campaign_C,,normal,2025-07-25
acc_0ee68fead166,2025-09-20,facebook,Campaign_A,,normal,2025-09-20
acc_721eea55475d,2025/07/22,referral,Campaign_E,,normal,2025-07-22
acc_fca77fc2fcc3,2025-10-12,direct,Campaign_A,,normal,2025-10-12
acc_d92f5a7cb8be,2025-09-08,email,Campaign_C,,normal,2025-09-08
acc_6e2e39a10c10,2025-07-31,email,Campaign_F,,normal,2025-07-31
acc_bbb50baae7b0,2025-09-06,organic,Campaign_A,,normal,2025-09-06
acc_c53fb5138706,2025-07-11,google,Campain_C,parker.com,normal,2025-07-11
acc_3ac34bc99ac3,2025-08-12,,Campaign_A,,normal,2025-08-12
acc_6244dce5b6ca,2025-10-06,direct,Campaign_C,reeves.biz,normal,2025-10-06
acc_299711fbec53,2025-09-18,email,,,normal,2025-09-18
acc_a713c0370563,2025-09-07,organic,Campaign_D,,normal,2025-09-07
acc_99e45ecad1be,2025-09-06,facebook,Campaign_A,,normal,2025-09-06
acc_841b487e4bae,2025-09-27,direct,Campaign_C,,normal,2025-09-27
acc_131656c9326d,2025-08-25,referral,Campaign_F,,normal,2025-08-25
acc_e0a794fd8629,2025-08-14,email,Campaign_E,,normal,2025-08-14
acc_54e6a22ab9f8,2025-08-02,referral,Campaign_E,,normal,2025-08-02
acc_14d088a6b6ce,2025-08-07,google,Campaign_D,,normal,2025-08-07
acc_96f34a15ed6a,2025-10-01,email,Campaign_F,carroll-griffin.net,normal,2025-10-01
acc_3501942113f2,2025-08-03,facebook,Campaign_A,,normal,2025-08-03
acc_435d934fb49c,2025-06-12,direct,Campaign_F,,normal,2025-06-12
acc_42c0066614fa,2025-07-04,,Campaign_A,hayes.org,normal,2025-07-04
acc_1904caf59abc,2025-07-28,,Campaign_A,,normal,2025-07-28
acc_58879e44a99c,2025-08-25,direct,Campaign_C,,normal,2025-08-25
acc_0c85a3f0bbdb,2025-09-19,google,Campaign_D,,normal,2025-09-19
acc_a48caab9a6e4,2025-09-08,facebook,Campaign_A,williams-stevenson.org,normal,2025-09-08
acc_5f6daa9e4932,2025-07-11,email,Campaign_A,,normal,2025-07-11
acc_c4a66171b44e,2025-08-17,facebook,Campaign_E,,normal,2025-08-17
acc_6eda1bc36563,2025-06-08,google,Campaign_F,bishop.com,normal,2025-06-08
acc_f1f4e2a37157,2025-06-13,facebook,Campaign_D,,normal,2025-06-13
acc_129bc8793be2,2025-06-10,organic,Campaign_B,bird.org,NORMAL,2025-06-10
acc_c2765da44d45,2025-08-11,direct,Campaign_A,smith-holt.com,normal,2025-08-11
acc_cb7e9e02d888,2025/07/10,referral,Campaign_A,,normal,2025-07-10
acc_861c0d279144,2025-06-06,facebook,Campaign_C,,agency,2025-06-06
acc_133021d9c3b8,2025-06-03,direct,Campaign_A,cobb.com,normal,2025-06-03
acc_5354dd3f4623,2025-08-11,email,Campaign_A,,normal,2025-08-11
acc_ac94601a9755,2025-07-14,,Campaign_B,,normal,2025-07-14
acc_23c7f9a1be48,2025-06-05,google,Campaign_A,,agency,2025-06-05
acc_b0440cc468b5,2025-09-14,organic,Campaign_C,ford.info,normal,2025-09-14
acc_8a9f0a047eb7,2025-08-06,direct,Campaign_E,walker.com,normal,2025-08-06
acc_db912107b555,2025-10-16,direct,Campaign_D,morse.org,normal,2025-10-16
acc_08e24b21317f,2025-08-27,direct,Campaign_C,turner.info,normal,2025-08-27
acc_9621e11dc96a,2025-07-19,direct,Campaign_F,,agency,2025-07-19
acc_53262542272d,2025-10-10,google,Campaign_B,smith.biz,normal,2025-10-10
acc_fb671fe8f39c,2025-06-19,direct,Campaign_E,kane.net,agency,2025-06-19
acc_51589b3db615,2025-08-04,email,Campaign_D,,normal,2025-08-04
acc_aaa5c1b2353b,2025-09-08,email,Campaign_A,,normal,2025-09-08
acc_29cc4bffbf5a,2025-09-05,email,Campaign_E,brown.com,normal,2025-09-05
acc_6884261cb439,2025-10-17,facebook,Campaign_B,daniel.com,normal,2025-10-17
acc_bcd3ee475186,2025-08-24,google,Campaign_A,,normal,2025-08-24
acc_7d3800cba29b,2025-08-20,facebook,Campaign_C,,normal,2025-08-20
acc_f4d65fc031d2,2025-08-21,direct,Campaign_A,reynolds-carney.com,normal,2025-08-21
acc_d788cf5f0f48,2025-09-16,google,Campaign_B,,normal,2025-09-16
acc_f910d74ac1b7,2025-07-09,referral,Campaign_A,holmes-williams.com,normal,2025-07-09
acc_972b9bc44d23,2025-09-11,facebook,Campaign_C,,agency,2025-09-11
acc_1ec1db7af010,2025-07-17,google,Campaign_A,,normal,2025-07-17
acc_2d6ed3b5ce70,2025-06-28,facebook,Campaign_E,,agency,2025-06-28
acc_8ba92277451f,2025-06-22,facebook,Campaign_A,,normal,2025-06-22
acc_4385c0530f13,2025-09-04,referral,Campaign_C,,agency,2025-09-04
acc_3fb4e7b96660,2025/10/14,organic,Campaign_C,castillo.org,agency,2025-10-14
acc_fe3a6329729c,2025-09-08,facebook,Campaign_C,,normal,2025-09-08
