invoice_id	subscription_id	account_id	invoice_date	amount	currency	status	tax_amount
inv_628f20969157	sub_bc2e95ecac41	acc_db56a1a5be35	2025-08-31	97.1	USD	paid	8.13
inv_b7eaab534608	sub_e6bb6d9614a1	acc_4929646faf44	2025-07-24	10.17	USD	paid	0.76
inv_90867cf181bd	sub_e6bb6d9614a1	acc_4929646faf44	2025-08-21	10.04	USD	paid	0.75
inv_e54c8b905641	sub_e6bb6d9614a1	acc_4929646faf44	2025-09-22	10.05	USD	paid	1.31
inv_7128971854e0	sub_e6bb6d9614a1	acc_4929646faf44	2025-10-22	10.19	USD	paid	0.31
inv_55ac70fcb15a	sub_9ef19eb21f81	acc_4929646faf44	2025-08-24	7.8	GBP	paid	0.64
inv_812fb8413628	sub_9ef19eb21f81	acc_4929646faf44	2025-09-24	7.94	GBP	paid	0.14
inv_3fe24107dfac	sub_9ef19eb21f81	acc_4929646faf44	2025-10-23	7.75	GBP	failed	1.19
inv_27167963b608	sub_9612b62c672d	acc_4929646faf44	2025-09-26	102.52	USD	paid	13.0
inv_d9afac8d53a8	sub_8a09026155b5	acc_23ae45ae956b	2025-08-18	24.77	USD	paid	3.79
inv_dfbb08b441ed	sub_8a09026155b5	acc_23ae45ae956b	2025-09-19	25.38	USD	paid	3.19
inv_a53bf628b9da	sub_8a09026155b5	acc_23ae45ae956b	2025-10-19	24.84	USD	paid	0.95
inv_7bc2679b1e3c	sub_711c716d0658	acc_e504dba203ee	2025-08-23	25.35	USD	paid	4.29
inv_725fd3d699a2	sub_711c716d0658	acc_e504dba203ee	2025-09-24	24.54	USD	paid	3.93
inv_f000e8d8d9ac	sub_711c716d0658	acc_e504dba203ee	2025-10-23	24.85	USD	paid	2.55
inv_c287b11b0aec	sub_e55b44926ed5	acc_b7efde43296b	2025-08-03	24.61	USD	paid	0.43
inv_84b9da4aaceb	sub_e55b44926ed5	acc_b7efde43296b	2025-09-03	25.66	USD	paid	4.14
inv_7ef4b9f04df3	sub_e55b44926ed5	acc_b7efde43296b	2025-10-03	24.89	USD	refunded	1.5
inv_7df702ebfd17	sub_32bba4deac3b	acc_b7efde43296b	2025-09-20	525.93	EUR	paid	86.45
inv_0fffbea73687	sub_655566f51bcb	acc_3a0912b41e42	2025-08-11	100.33	USD	paid	16.21
inv_91f7bfaf5ff2	sub_ec083655604a	acc_72b2b0115148	2025-08-27	98.87	USD	paid	0.05
inv_50fc2c92e8cb	sub_85e1d1fa6aee	acc_07f5112a18bd	2025-07-09	10.29	USD	paid	1.25
inv_ce99433e132e	sub_85e1d1fa6aee	acc_07f5112a18bd	2025-08-09	10.02	USD	paid	1.82
inv_9eb6ad924488	sub_85e1d1fa6aee	acc_07f5112a18bd	2025-09-09	9.85	USD	paid	0.05
inv_38a0676492a1	sub_85e1d1fa6aee	acc_07f5112a18bd	2025-10-07	9.93	USD	paid	1.76
inv_f792b0f22c99	sub_d620c5ada738	acc_e55a42ca511f	2025-07-14	9.81	USD	paid	1.85
inv_c54250ee2743	sub_d620c5ada738	acc_e55a42ca511f	2025-08-13	10.04	USD	paid	0.42
inv_1995686fc6ce	sub_d620c5ada738	acc_e55a42ca511f	2025-09-10	10.12	USD	paid	1.93
inv_0dcadc906aee	sub_d620c5ada738	acc_e55a42ca511f	2025-10-11	9.89	USD	paid	1.38
inv_5b4f3ee945de	sub_b313b6f0aee6	acc_e55a42ca511f	2025-08-16	98.04	USD	paid	15.65
inv_28fad81f38ad	sub_2a2a2b4c4ef0	acc_72fb0ad53594	2025-07-26	51.91	EUR	paid	7.53
inv_b551d547fbf6	sub_2a2a2b4c4ef0	acc_72fb0ad53594	2025-08-25	50.3	EUR	paid	0.01
inv_1969f0159168	sub_2a2a2b4c4ef0	acc_72fb0ad53594	2025-09-23	51.27	EUR	paid	3.06
inv_d1f56006dc88	sub_2a2a2b4c4ef0	acc_72fb0ad53594	2025-10-24	50.98	EUR	paid	9.95
inv_a41fc66af822	sub_d97454d7e5e6	acc_7a03328487bb	2025-07-30	20360.58	INR	paid	619.79
inv_d9cf9a135535	sub_c38dd5c7a855	acc_5fd8b3aab453	2025-09-09	10.03	USD	paid	0.63
inv_cb59a5d577bf	sub_c38dd5c7a855	acc_5fd8b3aab453	2025-10-09	10.16	USD	paid	0.36
inv_c4c665bd8f56	sub_8c177bdf53a1	acc_e4469d79a8cf	2025-07-11	9.5	EUR	paid	0.58
inv_cfb4e7a0677e	sub_8c177bdf53a1	acc_e4469d79a8cf	2025-08-09	9.49	EUR	paid	0.9
inv_cbde772c9ce9	sub_8c177bdf53a1	acc_e4469d79a8cf	2025-09-07	9.36	EUR	paid	0.16
inv_d00ea0e1fac6	sub_8c177bdf53a1	acc_e4469d79a8cf	2025-10-09	9.18	EUR	paid	0.51
inv_3eb867cf1ae3	sub_ca507ae8f25c	acc_585f197ccf42	2025-07-15	7.71	GBP	paid	0.31
inv_e4169f5174c9	sub_ca507ae8f25c	acc_585f197ccf42	2025-08-14	7.75	GBP	paid	1.22
inv_0ea4015a1af3	sub_ca507ae8f25c	acc_585f197ccf42	2025-09-15	7.69	GBP	paid	0.62
inv_23457fb237f5	sub_ca507ae8f25c	acc_585f197ccf42	2025-10-15	8.0	GBP	paid	1.54
inv_085ed93b479e	sub_22829230a9e5	acc_585f197ccf42	2025-08-24	10.08	USD	paid	1.32
inv_1e9617915bc8	sub_22829230a9e5	acc_585f197ccf42	2025-09-21	9.83	USD	paid	0.94
inv_a3bc38d863a3	sub_22829230a9e5	acc_585f197ccf42	2025-10-21	10.01	USD	paid	1.14
inv_8a673eef3704	sub_7030f75e2d87	acc_cfc24f8a21ef	2025-08-30	24.45	USD	paid	4.0
inv_3d2f6493b423	sub_7030f75e2d87	acc_cfc24f8a21ef	2025-09-29	24.41	USD	paid	3.65
inv_d3b25bd05455	sub_7030f75e2d87	acc_cfc24f8a21ef	2025-10-30	25.11	USD	paid	3.63
inv_0bdee3bb70f3	sub_58798ef30cbf	acc_cfc24f8a21ef	2025-10-05	91.39	EUR	paid	5.42
inv_4d69afb2ce56	sub_f13be2e288bd	acc_b69f55f6ba77	2025-08-20	9.19	EUR	paid	0.62
inv_86c7e6c9ddd4	sub_f13be2e288bd	acc_b69f55f6ba77	2025-09-18	9.23	EUR	paid	0.42
inv_6f6babc7f093	sub_f13be2e288bd	acc_b69f55f6ba77	2025-10-18	9.42	EUR	paid	0.31
inv_85b0deb00ea7	sub_2a8ce78d8ab5	acc_8d9042509e5d	2025-08-15	237.41	EUR	paid	25.63
inv_cea647e481d5	sub_02ac3ad49004	acc_6e9d7fe53edc	2025-08-23	424.71	GBP	paid	0.15
inv_ec9cf8395f05	sub_ea737ab7f735	acc_4bfd115cff09	2025-07-11	24.42	USD	paid	0.24
inv_7900a03f5847	sub_ea737ab7f735	acc_4bfd115cff09	2025-08-11	24.88	USD	failed	3.08
inv_5183ffef5ae9	sub_ea737ab7f735	acc_4bfd115cff09	2025-09-08	24.94	USD	paid	1.98
inv_baaa69adf836	sub_ea737ab7f735	acc_4bfd115cff09	2025-10-09	24.63	USD	refunded	4.5
inv_68d6613a94db	sub_fdd41a7d7b82	acc_4bfd115cff09	2025-09-10	22.99	EUR	paid	1.05
inv_f55c723858bc	sub_fdd41a7d7b82	acc_4bfd115cff09	2025-10-09	23.72	EUR	paid	0.3
inv_f0d796528479	sub_1fbcef945f29	acc_9d7e2aa117ab	2025-08-06	77.11	GBP	paid	4.63
inv_b0c8fcd39f4f	sub_f4ec924cd088	acc_fc883d697f78	2025-08-03	55.75	USD	paid	3.38
inv_d5d14deb4b73	sub_f4ec924cd088	acc_fc883d697f78	2025-08-31	55.69	USD	paid	8.73
inv_d9c7530c92df	sub_f4ec924cd088	acc_fc883d697f78	2025-10-01	55.2	USD	paid	8.36
inv_148f3e15d831	sub_54ebff243453	acc_adddc47507aa	2025-08-23	9.57	EUR	paid	1.69
inv_0cc89040a6b3	sub_54ebff243453	acc_adddc47507aa	2025-09-22	9.43	EUR	paid	1.57
inv_6aadca448eb7	sub_54ebff243453	acc_adddc47507aa	2025-10-22	9.21	EUR	failed	1.26
inv_d55841923942	sub_62733d6888a9	acc_adddc47507aa	2025-10-05	24.98	USD	paid	3.55
inv_7ffa2629c703	sub_793e829eb9b4	acc_36eeeac0f0f9	2025-08-14	9.91	USD	paid	0.9
inv_ceee49780eba	sub_793e829eb9b4	acc_36eeeac0f0f9	2025-09-11	9.71	USD	paid	0.68
inv_556e62b15f5d	sub_793e829eb9b4	acc_36eeeac0f0f9	2025-10-12	9.96	USD	paid	1.67
inv_7c03c41bc77b	sub_71b1d2affe3c	acc_5fc857498732	2025-08-01	55.54	USD	paid	1.38
inv_a88151ebf690	sub_71b1d2affe3c	acc_5fc857498732	2025-08-31	56.33	USD	paid	1.11
inv_8858788f2e27	sub_71b1d2affe3c	acc_5fc857498732	2025-10-01	55.64	USD	failed	4.0
inv_1df6050494d5	sub_71b1d2affe3c	acc_5fc857498732	2025-10-29	54.17	USD	paid	9.09
inv_a6b90b86403f	sub_7910d7d249ad	acc_d98482553c32	2025-07-22	523.44	EUR	paid	74.8
inv_bb850020cdcd	sub_cd803419e2c4	acc_29384fc2f790	2025-08-22	9.98	USD	paid	0.47
inv_31149d4a5a93	sub_cd803419e2c4	acc_29384fc2f790	2025-09-21	10.13	USD	paid	0.02
inv_22a7c7767f00	sub_cd803419e2c4	acc_29384fc2f790	2025-10-20	9.72	USD	paid	0.77
inv_fb4bf9cb5b9f	sub_3e160ed5e050	acc_29384fc2f790	2025-10-16	20.15	GBP	paid	2.83
inv_b03a3b295a7f	sub_f7de9f1de375	acc_4aa3240c7993	2025-08-10	9.4	EUR	paid	1.48
inv_9190c2b2993f	sub_f7de9f1de375	acc_4aa3240c7993	2025-09-11	9.05	EUR	paid	1.29
inv_ac4732639c01	sub_f7de9f1de375	acc_4aa3240c7993	2025-10-09	9.23	EUR	paid	1.57
inv_4b8eb42eba5a	sub_4dec9f8dd9c0	acc_2c204c7231d5	2025-08-10	98.03	USD	paid	14.68
inv_b586e02a7c13	sub_3e8694fd4c4e	acc_557ba80fc9cc	2025-07-24	506.99	EUR	paid	17.57
inv_ed1fb0c82c4a	sub_a7fec4dcab8c	acc_588e18a94f54	2025-08-05	9.32	EUR	paid	1.48
inv_3d5c7ddfab0f	sub_a7fec4dcab8c	acc_588e18a94f54	2025-09-05	9.12	EUR	paid	0.26
inv_2518fa04a360	sub_a7fec4dcab8c	acc_588e18a94f54	2025-10-05	9.58	EUR	paid	0.38
inv_a11618e9fda6	sub_4449f36479fa	acc_0f8ab9a42b83	2025-08-02	24.55	USD	paid	1.07
inv_c76306c26518	sub_4449f36479fa	acc_0f8ab9a42b83	2025-09-02	25.66	USD	paid	2.61
inv_c7ba51bb2e30	sub_4449f36479fa	acc_0f8ab9a42b83	2025-10-01	25.44	USD	paid	0.1
inv_80414915dfe9	sub_df02a511e291	acc_ac8d75f4ef08	2025-08-12	23.86	EUR	paid	2.66
inv_88f21081f297	sub_df02a511e291	acc_ac8d75f4ef08	2025-09-10	23.49	EUR	paid	3.06
inv_cd9a9dd3d6c2	sub_df02a511e291	acc_ac8d75f4ef08	2025-10-10	23.2	EUR	paid	4.4
inv_2f9339097674	sub_77f9c1e8bdb4	acc_ac8d75f4ef08	2025-09-11	813.01	INR	paid	65.02
inv_1299804c6017	sub_77f9c1e8bdb4	acc_ac8d75f4ef08	2025-10-13	821.18	INR	paid	94.02
inv_4e895ce1e116	sub_3440be275ca8	acc_74dc8ee170d9	2025-07-15	24.26	USD	paid	3.85
inv_6ddf31171a78	sub_3440be275ca8	acc_74dc8ee170d9	2025-08-16	24.64	USD	paid	4.31
inv_bf132420f218	sub_3440be275ca8	acc_74dc8ee170d9	2025-09-15	25.33	USD	paid	1.75
inv_2b38d409831b	sub_3440be275ca8	acc_74dc8ee170d9	2025-10-14	24.56	USD	paid	3.33
inv_8c3be5969c29	sub_867b856ebf3f	acc_f2df937e1352	2025-07-25	427.16	GBP	failed	57.93
inv_3415381596dd	sub_44707e7eda33	acc_0bf562a3f4f6	2025-08-05	53.36	USD	paid	7.17
inv_66c5481eaf80	sub_44707e7eda33	acc_0bf562a3f4f6	2025-09-03	55.53	USD	paid	8.86
inv_4feb9fba649c	sub_44707e7eda33	acc_0bf562a3f4f6	2025-10-03	53.47	USD	paid	3.08
inv_849f5c5facdd	sub_87833d708bd6	acc_0bf562a3f4f6	2025-09-20	21205.75	INR	paid	659.61
inv_8623bf8b4a1a	sub_46470355f4dc	acc_7f4a25326192	2025-08-05	7.85	GBP	paid	0.94
inv_31ddd57cc5b2	sub_46470355f4dc	acc_7f4a25326192	2025-09-05	8.0	GBP	paid	0.39
inv_22c8050a4f03	sub_46470355f4dc	acc_7f4a25326192	2025-10-06	7.75	GBP	paid	0.91
inv_4fbf8dd786ce	sub_1c96ed364df8	acc_8eb6c70526f6	2025-07-06	24.53	USD	paid	0.11
inv_56ca9e393444	sub_1c96ed364df8	acc_8eb6c70526f6	2025-08-03	24.49	USD	paid	1.12
inv_3b4252bc24da	sub_1c96ed364df8	acc_8eb6c70526f6	2025-09-03	25.31	USD	paid	0.41
inv_89a948ea7bdd	sub_1c96ed364df8	acc_8eb6c70526f6	2025-10-03	24.46	USD	paid	3.02
inv_0e427bec6baa	sub_72aebc580e5d	acc_cb3be248cc30	2025-08-19	22.89	EUR	paid	0.29
inv_bf80a53b85ba	sub_72aebc580e5d	acc_cb3be248cc30	2025-09-16	23.66	EUR	paid	3.21
inv_baca3b2d5cc8	sub_72aebc580e5d	acc_cb3be248cc30	2025-10-17	22.6	EUR	paid	2.51
inv_651405e046b1	sub_6abf685e4e75	acc_6bf45e6181fb	2025-08-12	541.7	USD	paid	4.72
inv_1d2424579e5a	sub_6da2f2c52ef0	acc_ac7d03bd4c11	2025-06-26	7.83	GBP	paid	1.05
inv_0f0c39cf6b5e	sub_6da2f2c52ef0	acc_ac7d03bd4c11	2025-07-25	7.86	GBP	paid	1.13
inv_d1c679695c66	sub_6da2f2c52ef0	acc_ac7d03bd4c11	2025-08-23	7.99	GBP	paid	0.93
inv_4bb71606b742	sub_6da2f2c52ef0	acc_ac7d03bd4c11	2025-09-22	7.88	GBP	paid	1.42
inv_047f5fe6e1a5	sub_6da2f2c52ef0	acc_ac7d03bd4c11	2025-10-24	8.1	GBP	paid	1.46
inv_78e1312e3041	sub_3396dda0f8ee	acc_ac3afb753b76	2025-07-03	80.45	GBP	paid	12.67
inv_0b4209931eb5	sub_dd42ed8edaf0	acc_680cb438f394	2025-07-21	7.86	GBP	paid	0.06
inv_b7bbb03d55fb	sub_dd42ed8edaf0	acc_680cb438f394	2025-08-21	8.13	GBP	paid	0.5
inv_2a5ffafb0d24	sub_dd42ed8edaf0	acc_680cb438f394	2025-09-18	8.07	GBP	paid	1.37
inv_e05fe592964a	sub_dd42ed8edaf0	acc_680cb438f394	2025-10-18	7.78	GBP	paid	0.97
inv_1578ccee36bb	sub_454a6e24a624	acc_680cb438f394	2025-08-25	7.83	GBP	paid	0.92
inv_c24d9990c042	sub_454a6e24a624	acc_680cb438f394	2025-09-24	8.07	GBP	paid	0.91
inv_211759df3816	sub_454a6e24a624	acc_680cb438f394	2025-10-23	7.71	GBP	paid	1.12
inv_5b8d8bc365ee	sub_5c49ebb93799	acc_ba9b3dbc90c6	2025-07-12	45225.0	INR	paid	252.44
inv_3c2651cdd26c	sub_0873b1ef408e	acc_514a511234e4	2025-07-15	9.39	EUR	paid	0.68
inv_97efb85915ee	sub_0873b1ef408e	acc_514a511234e4	2025-08-12	9.47	EUR	paid	1.58
inv_4d8a758bf159	sub_0873b1ef408e	acc_514a511234e4	2025-09-13	9.2	EUR	paid	0.25
inv_c5647fc32dfd	sub_0873b1ef408e	acc_514a511234e4	2025-10-12	9.24	EUR	paid	1.09
inv_d53278eb6bdf	sub_d1d9ff56fc5e	acc_6e8100af7d2b	2025-08-25	25.55	USD	paid	2.08
inv_206787142247	sub_d1d9ff56fc5e	acc_6e8100af7d2b	2025-09-25	25.4	USD	paid	2.88
inv_a3270cfa64db	sub_d1d9ff56fc5e	acc_6e8100af7d2b	2025-10-25	24.33	USD	paid	4.62
inv_947e500af454	sub_42a7265aff62	acc_6e8100af7d2b	2025-09-29	78.8	GBP	paid	4.24
inv_c77f1cf490fb	sub_9e403fe08c69	acc_5604960901cd	2025-07-27	20977.21	INR	failed	2892.86
inv_1bc950a2cf3c	sub_70448b89387a	acc_5dc9e647aa09	2025-08-12	25.27	USD	paid	1.17
inv_1dfc841a8b64	sub_70448b89387a	acc_5dc9e647aa09	2025-09-11	25.73	USD	paid	3.97
inv_b0727f0bf1f2	sub_70448b89387a	acc_5dc9e647aa09	2025-10-12	24.8	USD	paid	0.22
inv_d1e0cdae491c	sub_7e4eacc1dcbc	acc_5dc9e647aa09	2025-09-28	95.03	EUR	paid	2.36
inv_e41391842e5d	sub_9f8900f42959	acc_b5ab0bda04ca	2025-08-14	830.69	INR	paid	165.0
inv_9a4d80a8b55d	sub_9f8900f42959	acc_b5ab0bda04ca	2025-09-13	858.95	INR	paid	135.39
inv_251801f68040	sub_9f8900f42959	acc_b5ab0bda04ca	2025-10-14	823.68	INR	paid	133.42
inv_01d20377c8c3	sub_074a7a406d4f	acc_0eaa2ced2409	2025-07-26	52.19	EUR	paid	3.96
inv_120c72b90aa6	sub_074a7a406d4f	acc_0eaa2ced2409	2025-08-25	52.65	EUR	paid	0.49
inv_9d34c25daf6b	sub_074a7a406d4f	acc_0eaa2ced2409	2025-09-23	51.29	EUR	paid	9.06
inv_19390c30e064	sub_074a7a406d4f	acc_0eaa2ced2409	2025-10-23	52.13	EUR	paid	6.21
inv_3588bdf5d7b5	sub_6e24bc86639e	acc_2764a6e6ef8a	2025-07-23	855.62	INR	paid	109.28
inv_81ae0feee684	sub_6e24bc86639e	acc_2764a6e6ef8a	2025-08-23	840.13	INR	paid	81.22
inv_7ceb564bb529	sub_6e24bc86639e	acc_2764a6e6ef8a	2025-09-21	843.74	INR	paid	40.59
inv_5bf0b2ae9345	sub_6e24bc86639e	acc_2764a6e6ef8a	2025-10-22	859.57	INR	paid	15.92
inv_e560142fc2eb	sub_3280fb968a7e	acc_2764a6e6ef8a	2025-09-06	9.98	USD	failed	1.66
inv_7af3f54a4c8f	sub_3280fb968a7e	acc_2764a6e6ef8a	2025-10-07	9.73	USD	paid	1.26
inv_051f95ddf95b	sub_d62ea0ac5211	acc_6b96148b8abc	2025-06-19	9.2	EUR	paid	0.68
inv_35999249314d	sub_d62ea0ac5211	acc_6b96148b8abc	2025-07-19	9.03	EUR	paid	0.78
inv_b88851e8fef6	sub_d62ea0ac5211	acc_6b96148b8abc	2025-08-18	9.33	EUR	paid	0.2
inv_a7acce8c4489	sub_d62ea0ac5211	acc_6b96148b8abc	2025-09-17	9.14	EUR	paid	1.59
inv_2c12520c4c78	sub_d62ea0ac5211	acc_6b96148b8abc	2025-10-19	9.41	EUR	paid	1.53
inv_9f4c94a7f693	sub_9c0c680ae929	acc_117855afb0fd	2025-07-20	2092.95	INR	paid	342.15
inv_73eee1fbeccd	sub_9c0c680ae929	acc_117855afb0fd	2025-08-20	2043.98	INR	paid	30.04
inv_576c0cbe130f	sub_9c0c680ae929	acc_117855afb0fd	2025-09-19	2035.84	INR	paid	173.15
inv_67f8c791274a	sub_9c0c680ae929	acc_117855afb0fd	2025-10-19	2099.44	INR	paid	230.29
inv_dd763efc03f0	sub_0a059f5f1fb3	acc_48f30544cc5d	2025-08-21	23.06	EUR	paid	0.76
inv_db58222fd958	sub_0a059f5f1fb3	acc_48f30544cc5d	2025-09-20	23.07	EUR	paid	4.04
inv_47a2bc9da8ff	sub_0a059f5f1fb3	acc_48f30544cc5d	2025-10-21	22.71	EUR	paid	0.83
inv_dcc7fd95962e	sub_fc47b438f236	acc_48f30544cc5d	2025-10-03	42.36	GBP	paid	1.66
inv_33ab79db84a5	sub_b10e6ae50d60	acc_16b4534e6f24	2025-08-18	24.38	USD	paid	3.87
inv_ba8be7ad0f4b	sub_b10e6ae50d60	acc_16b4534e6f24	2025-09-17	24.94	USD	paid	4.5
inv_9e00f23f9bfa	sub_b10e6ae50d60	acc_16b4534e6f24	2025-10-16	24.54	USD	paid	3.37
inv_036dadcb247c	sub_ec4fea0679ec	acc_16b4534e6f24	2025-10-21	24.3	USD	paid	0.88
inv_c203a39fbb73	sub_fe60c3fafaca	acc_e7973b698709	2025-07-28	25.58	USD	paid	3.86
inv_d9829c666bfb	sub_fe60c3fafaca	acc_e7973b698709	2025-08-26	25.39	USD	paid	0.56
inv_9324e1e32543	sub_fe60c3fafaca	acc_e7973b698709	2025-09-24	25.26	USD	paid	0.44
inv_0bd663d6837b	sub_fe60c3fafaca	acc_e7973b698709	2025-10-24	25.41	USD	paid	4.44
inv_3cca16a51dcd	sub_d349af8f22f2	acc_b605da8dd25b	2025-06-19	850.19	INR	paid	112.24
inv_10401e38f3cc	sub_d349af8f22f2	acc_b605da8dd25b	2025-07-21	829.07	INR	paid	154.49
inv_5b6f46e747f0	sub_d349af8f22f2	acc_b605da8dd25b	2025-08-19	816.38	INR	paid	98.4
inv_8401899a2062	sub_d349af8f22f2	acc_b605da8dd25b	2025-09-19	835.79	INR	paid	23.05
inv_93b6b4287251	sub_d349af8f22f2	acc_b605da8dd25b	2025-10-19	822.46	INR	paid	80.36
inv_c1045705768b	sub_c7418846f7f7	acc_b605da8dd25b	2025-08-02	24.94	USD	paid	2.26
inv_6169bd49b7e7	sub_c7418846f7f7	acc_b605da8dd25b	2025-09-03	24.98	USD	paid	2.39
inv_31fcdcc77857	sub_c7418846f7f7	acc_b605da8dd25b	2025-10-02	24.52	USD	failed	1.06
inv_ec260485f32e	sub_f16f8ce13850	acc_b605da8dd25b	2025-08-26	10.25	USD	paid	0.78
inv_3a4a53876d9e	sub_f16f8ce13850	acc_b605da8dd25b	2025-09-25	9.94	USD	paid	1.46
inv_2c0de3a9d4f1	sub_f16f8ce13850	acc_b605da8dd25b	2025-10-24	10.17	USD	paid	1.78
inv_1bd3361b4e1c	sub_2d4040dff8c7	acc_b605da8dd25b	2025-10-06	2042.59	INR	failed	300.57
inv_0926cfc9a43b	sub_c86465f2d085	acc_178cb60c70b2	2025-08-10	9.22	EUR	paid	1.31
inv_74ed0e893d76	sub_c86465f2d085	acc_178cb60c70b2	2025-09-11	9.4	EUR	paid	0.78
inv_a6fb8bfedd35	sub_c86465f2d085	acc_178cb60c70b2	2025-10-11	9.32	EUR	paid	0.96
inv_2b08cb2be894	sub_38d23959e199	acc_aa070f1832f0	2025-06-19	24.8	USD	paid	0.96
inv_b0266cfbca1e	sub_38d23959e199	acc_aa070f1832f0	2025-07-20	25.73	USD	paid	1.66
inv_03123cac1c6d	sub_38d23959e199	acc_aa070f1832f0	2025-08-17	25.56	USD	paid	0.3
inv_07459d8873f9	sub_38d23959e199	acc_aa070f1832f0	2025-09-17	25.14	USD	paid	3.49
inv_6600896c0cf6	sub_38d23959e199	acc_aa070f1832f0	2025-10-18	25.57	USD	paid	2.6
inv_b421d954f4a9	sub_18b6e84d6773	acc_aa070f1832f0	2025-07-24	847.44	INR	paid	94.61
inv_2a576e614b2c	sub_18b6e84d6773	acc_aa070f1832f0	2025-08-24	829.4	INR	paid	65.12
inv_c053b836c1c9	sub_18b6e84d6773	acc_aa070f1832f0	2025-09-22	823.3	INR	paid	64.99
inv_f5becb995c59	sub_18b6e84d6773	acc_aa070f1832f0	2025-10-21	833.01	INR	paid	78.48
inv_e5410adf62e2	sub_f0d7acd45800	acc_ca25e0b7001c	2025-08-25	7.89	GBP	failed	0.55
inv_448f7592ebce	sub_f0d7acd45800	acc_ca25e0b7001c	2025-09-22	7.69	GBP	paid	0.12
inv_87463d3e34c5	sub_f0d7acd45800	acc_ca25e0b7001c	2025-10-22	8.05	GBP	paid	0.23
inv_098390c138ef	sub_cd05d350220d	acc_ca25e0b7001c	2025-10-13	9.79	USD	paid	0.99
inv_c96bc0929640	sub_9e7f93be4c7e	acc_26a0f7951c66	2025-07-30	53.64	USD	paid	7.04
inv_8ee2d2281c89	sub_9e7f93be4c7e	acc_26a0f7951c66	2025-08-29	53.51	USD	paid	0.12
inv_d39e1d4500f0	sub_9e7f93be4c7e	acc_26a0f7951c66	2025-09-28	56.55	USD	failed	6.09
inv_0ad3a0015b1f	sub_9e7f93be4c7e	acc_26a0f7951c66	2025-10-30	54.61	USD	paid	6.55
inv_7e4ebb5a54c0	sub_86232b97b152	acc_26a0f7951c66	2025-09-02	8.13	GBP	paid	0.6
inv_32b0c57cf977	sub_86232b97b152	acc_26a0f7951c66	2025-10-02	7.72	GBP	paid	1.14
inv_58e9704878fc	sub_86232b97b152	acc_26a0f7951c66	2025-10-30	8.08	GBP	paid	0.38
inv_78d8091ec995	sub_13ed59d7d23d	acc_31afb9f7488d	2025-08-11	836.33	INR	paid	80.3
inv_cd65ea839b72	sub_13ed59d7d23d	acc_31afb9f7488d	2025-09-11	819.46	INR	paid	79.0
inv_a8a2ec0c1591	sub_13ed59d7d23d	acc_31afb9f7488d	2025-10-10	824.57	INR	failed	102.31
inv_96b24d8b96c9	sub_b15a4c5e432c	acc_31afb9f7488d	2025-09-19	54.29	USD	paid	7.63
inv_22d43b427a54	sub_b15a4c5e432c	acc_31afb9f7488d	2025-10-19	53.47	USD	paid	6.09
inv_8cb0f52ed5a9	sub_b2a6876b2dd4	acc_b47067a26a26	2025-07-27	9.4	EUR	paid	0.35
inv_d0bd7cc06948	sub_b2a6876b2dd4	acc_b47067a26a26	2025-08-26	9.11	EUR	paid	1.48
inv_3b688cf89f16	sub_b2a6876b2dd4	acc_b47067a26a26	2025-09-25	9.26	EUR	paid	0.44
inv_4afe0ba45bf6	sub_b2a6876b2dd4	acc_b47067a26a26	2025-10-23	9.04	EUR	paid	0.04
inv_cec0c9cd3c06	sub_f3242ddb31da	acc_93e6910688a7	2025-07-17	193.42	GBP	paid	12.61
inv_717fc7246860	sub_3909d67e5a16	acc_4697c01d65fe	2025-06-28	9.04	EUR	paid	0.94
inv_bc4518248109	sub_3909d67e5a16	acc_4697c01d65fe	2025-07-28	9.4	EUR	paid	1.1
inv_850860515a97	sub_3909d67e5a16	acc_4697c01d65fe	2025-08-27	9.2	EUR	failed	0.44
inv_f99425239999	sub_3909d67e5a16	acc_4697c01d65fe	2025-09-24	9.47	EUR	failed	1.55
inv_e786839e9bb6	sub_3909d67e5a16	acc_4697c01d65fe	2025-10-25	9.08	EUR	refunded	0.06
inv_8093946f7613	sub_2bec76096c08	acc_3635e82029db	2025-09-07	51.39	EUR	paid	1.16
inv_65cfa67a015d	sub_2bec76096c08	acc_3635e82029db	2025-10-07	50.63	EUR	paid	9.51
inv_d4b22b1d797f	sub_ef23309c6145	acc_3635e82029db	2025-10-18	49.92	EUR	paid	2.21
inv_2295d5dec74a	sub_2338ee3e91e6	acc_6b938c212182	2025-07-12	9.76	USD	paid	0.79
inv_8944ec7546b5	sub_2338ee3e91e6	acc_6b938c212182	2025-08-11	9.71	USD	paid	0.63
inv_a6fd3213acbf	sub_2338ee3e91e6	acc_6b938c212182	2025-09-10	10.12	USD	paid	0.35
inv_a78125e9a5c6	sub_2338ee3e91e6	acc_6b938c212182	2025-10-09	10.07	USD	paid	0.52
inv_f78e0bca0558	sub_e8b03336f930	acc_1ef9e7dbebe5	2025-07-01	9.94	USD	paid	1.17
inv_ec1b3b4ad3d3	sub_e8b03336f930	acc_1ef9e7dbebe5	2025-07-31	9.82	USD	paid	1.58
inv_f46ae5d0d74d	sub_e8b03336f930	acc_1ef9e7dbebe5	2025-08-31	10.04	USD	paid	1.91
inv_86e4287ff984	sub_e8b03336f930	acc_1ef9e7dbebe5	2025-09-30	10.29	USD	failed	1.85
